latitude,longitude,time
51.501593,-2.546342,114834.324
51.501603,-2.546458,114834.325
51.501713,-2.546313,114834.325
51.501713,-2.546278,114834.325
51.501638,-2.546248,114834.326
51.501713,-2.546223,114834.326
51.501713,-2.546190,114834.326
51.501593,-2.546235,114834.327
51.501575,-2.546242,114834.327
51.501568,-2.546252,114834.327
51.501562,-2.546260,114834.327
51.501562,-2.546275,114834.328
51.501562,-2.546297,114834.328
51.501583,-2.546297,114834.328
51.501583,-2.546285,114834.328
51.501583,-2.546277,114834.329
51.501587,-2.546272,114834.330
51.501590,-2.546268,114834.330
51.501597,-2.546265,114834.330
51.501600,-2.546265,114834.331
51.501713,-2.546313,114834.331
51.501603,-2.546317,114834.331
51.501677,-2.546093,114834.331
51.501705,-2.546093,114834.332
51.501715,-2.546098,114834.332
51.501727,-2.546103,114834.332
51.501727,-2.546117,114834.332
51.501727,-2.546128,114834.333
51.501715,-2.546133,114834.333
51.501705,-2.546138,114834.333
51.501677,-2.546138,114834.333
51.501650,-2.546138,114834.334
51.501638,-2.546133,114834.334
51.501627,-2.546128,114834.334
51.501627,-2.546117,114834.334
51.501627,-2.546103,114834.335
51.501638,-2.546098,114834.335
51.501650,-2.546093,114834.335
51.501677,-2.546093,114834.336
51.501603,-2.546185,114834.337
51.501677,-2.546057,114834.337
51.501640,-2.546057,114834.337
51.501622,-2.546072,114834.338
51.501602,-2.546087,114834.338
51.501602,-2.546117,114834.338
51.501602,-2.546145,114834.338
51.501622,-2.546160,114834.339
51.501640,-2.546177,114834.339
51.501677,-2.546177,114834.339
51.501713,-2.546177,114834.340
51.501733,-2.546160,114834.340
51.501752,-2.546145,114834.340
51.501752,-2.546117,114834.340
51.501752,-2.546087,114834.340
51.501733,-2.546072,114834.341
51.501713,-2.546057,114834.341
51.501677,-2.546057,114834.341
51.501603,-2.546185,114834.342
51.501647,-2.546030,114834.342
51.501713,-2.546030,114834.342
51.501713,-2.545995,114834.343
51.501702,-2.545995,114834.343
51.501693,-2.545995,114834.344
51.501680,-2.545995,114834.345
51.501667,-2.545995,114834.345
51.501662,-2.545995,114834.345
51.501648,-2.545995,114834.346
51.501643,-2.545995,114834.346
51.501637,-2.545995,114834.346
51.501635,-2.545993,114834.346
51.501632,-2.545990,114834.347
51.501630,-2.545987,114834.347
51.501628,-2.545983,114834.347
51.501628,-2.545980,114834.347
51.501628,-2.545968,114834.348
51.501637,-2.545962,114834.348
51.501645,-2.545955,114834.348
51.501660,-2.545955,114834.349
51.501713,-2.545955,114834.349
51.501713,-2.545920,114834.349
51.501603,-2.545920,114834.350
51.501603,-2.545955,114834.350
51.501620,-2.545955,114834.350
51.501610,-2.545963,114834.350
51.501605,-2.545973,114834.351
51.501602,-2.545982,114834.351
51.501602,-2.545992,114834.351
51.501602,-2.546012,114834.351
51.501613,-2.546022,114834.352
51.501625,-2.546030,114834.352
51.501647,-2.546030,114834.352
51.501603,-2.546047,114834.352
51.501575,-2.545803,114834.353
51.501557,-2.545803,114834.353
51.501557,-2.545903,114834.353
51.501575,-2.545903,114834.353
51.501575,-2.545803,114834.354
51.501603,-2.545903,114834.354
51.501757,-2.545715,114834.354
51.501733,-2.545715,114834.354
51.501733,-2.545735,114834.355
51.501733,-2.545742,114834.355
51.501730,-2.545745,114834.355
51.501728,-2.545748,114834.355
51.501722,-2.545748,114834.356
51.501713,-2.545748,114834.356
51.501713,-2.545718,114834.356
51.501688,-2.545718,114834.357
51.501688,-2.545748,114834.357
51.501603,-2.545748,114834.357
51.501603,-2.545783,114834.358
51.501688,-2.545783,114834.358
51.501688,-2.545800,114834.358
51.501713,-2.545800,114834.358
51.501713,-2.545783,114834.358
51.501722,-2.545783,114834.359
51.501738,-2.545783,114834.359
51.501747,-2.545773,114834.359
51.501757,-2.545763,114834.359
51.501757,-2.545742,114834.359
51.501757,-2.545715,114834.360
51.501603,-2.545803,114834.360
51.501677,-2.545625,114834.360
51.501705,-2.545625,114834.360
51.501715,-2.545630,114834.360
51.501727,-2.545635,114834.361
51.501727,-2.545647,114834.361
51.501727,-2.545660,114834.361
51.501715,-2.545665,114834.362
51.501705,-2.545670,114834.362
51.501677,-2.545670,114834.362
51.501650,-2.545670,114834.363
51.501638,-2.545665,114834.363
51.501627,-2.545660,114834.365
51.501627,-2.545647,114834.366
51.501627,-2.545635,114834.366
51.501638,-2.545630,114834.366
51.501650,-2.545625,114834.367
51.501677,-2.545625,114834.367
51.501603,-2.545717,114834.367
51.501677,-2.545587,114834.368
51.501640,-2.545587,114834.368
51.501622,-2.545603,114834.369
51.501602,-2.545618,114834.369
51.501602,-2.545647,114834.369
51.501602,-2.545677,114834.369
51.501622,-2.545692,114834.370
51.501640,-2.545707,114834.370
51.501677,-2.545707,114834.370
51.501713,-2.545707,114834.371
51.501733,-2.545692,114834.371
51.501752,-2.545677,114834.371
51.501752,-2.545647,114834.372
51.501752,-2.545618,114834.372
51.501733,-2.545603,114834.373
51.501713,-2.545587,114834.373
51.501677,-2.545587,114834.374
51.501603,-2.545717,114834.374
51.501647,-2.545562,114834.374
51.501713,-2.545562,114834.375
51.501713,-2.545527,114834.375
51.501702,-2.545527,114834.375
51.501693,-2.545527,114834.375
51.501680,-2.545527,114834.376
51.501667,-2.545527,114834.376
51.501662,-2.545527,114834.376
51.501648,-2.545527,114834.376
51.501643,-2.545527,114834.377
51.501637,-2.545527,114834.377
51.501635,-2.545525,114834.377
51.501632,-2.545522,114834.378
51.501630,-2.545518,114834.378
51.501628,-2.545515,114834.378
51.501628,-2.545510,114834.379
51.501628,-2.545500,114834.379
51.501637,-2.545493,114834.380
51.501645,-2.545487,114834.380
51.501660,-2.545487,114834.380
51.501713,-2.545487,114834.380
51.501713,-2.545452,114834.381
51.501603,-2.545452,114834.381
51.501603,-2.545487,114834.381
51.501620,-2.545487,114834.381
51.501610,-2.545495,114834.382
51.501605,-2.545503,114834.382
51.501602,-2.545513,114834.382
51.501602,-2.545523,114834.383
51.501602,-2.545542,114834.383
51.501613,-2.545552,114834.383
51.501625,-2.545562,114834.383
51.501647,-2.545562,114834.384
51.501603,-2.545578,114834.384
51.501670,-2.545308,114834.384
51.501603,-2.545308,114834.385
51.501603,-2.545343,114834.385
51.501615,-2.545343,114834.385
51.501655,-2.545343,114834.386
51.501668,-2.545343,114834.386
51.501675,-2.545345,114834.386
51.501680,-2.545345,114834.386
51.501682,-2.545347,114834.386
51.501687,-2.545348,114834.386
51.501688,-2.545352,114834.387
51.501690,-2.545355,114834.387
51.501690,-2.545360,114834.387
51.501690,-2.545372,114834.387
51.501682,-2.545377,114834.387
51.501673,-2.545383,114834.387
51.501658,-2.545383,114834.388
51.501603,-2.545383,114834.388
51.501603,-2.545418,114834.388
51.501713,-2.545418,114834.388
51.501713,-2.545383,114834.388
51.501697,-2.545383,114834.388
51.501707,-2.545375,114834.389
51.501712,-2.545367,114834.389
51.501717,-2.545358,114834.389
51.501717,-2.545347,114834.389
51.501717,-2.545328,114834.389
51.501705,-2.545318,114834.390
51.501693,-2.545308,114834.390
51.501670,-2.545308,114834.390
51.501603,-2.545435,114834.390
51.501697,-2.545202,114834.390
51.501757,-2.545202,114834.390
51.501757,-2.545167,114834.390
51.501603,-2.545167,114834.391
51.501603,-2.545202,114834.391
51.501620,-2.545202,114834.391
51.501610,-2.545208,114834.391
51.501605,-2.545218,114834.392
51.501602,-2.545227,114834.392
51.501602,-2.545238,114834.392
51.501602,-2.545258,114834.392
51.501617,-2.545272,114834.392
51.501633,-2.545283,114834.392
51.501658,-2.545283,114834.393
51.501683,-2.545283,114834.393
51.501700,-2.545272,114834.393
51.501717,-2.545258,114834.393
51.501717,-2.545238,114834.393
51.501717,-2.545227,114834.393
51.501712,-2.545218,114834.394
51.501707,-2.545208,114834.394
51.501697,-2.545202,114834.394
51.501603,-2.545293,114834.394
51.501627,-2.545225,114834.394
51.501627,-2.545213,114834.394
51.501635,-2.545208,114834.395
51.501643,-2.545202,114834.395
51.501658,-2.545202,114834.395
51.501675,-2.545202,114834.395
51.501682,-2.545208,114834.395
51.501690,-2.545213,114834.396
51.501690,-2.545225,114834.396
51.501690,-2.545237,114834.396
51.501682,-2.545242,114834.396
51.501675,-2.545248,114834.396
51.501658,-2.545248,114834.396
51.501643,-2.545248,114834.397
51.501635,-2.545242,114834.397
51.501627,-2.545237,114834.397
51.501627,-2.545225,114834.397
51.501603,-2.545293,114834.397
51.501575,-2.545050,114834.397
51.501557,-2.545050,114834.397
51.501557,-2.545150,114834.398
51.501575,-2.545150,114834.398
51.501575,-2.545050,114834.398
51.501603,-2.545150,114834.398
51.501695,-2.544932,114834.399
51.501705,-2.544925,114834.399
51.501710,-2.544917,114834.399
51.501717,-2.544907,114834.400
51.501717,-2.544897,114834.400
51.501717,-2.544877,114834.400
51.501705,-2.544867,114834.400
51.501693,-2.544857,114834.401
51.501670,-2.544857,114834.401
51.501603,-2.544857,114834.401
51.501603,-2.544892,114834.401
51.501662,-2.544892,114834.401
51.501662,-2.544892,114834.401
51.501663,-2.544892,114834.402
51.501665,-2.544892,114834.402
51.501668,-2.544892,114834.402
51.501680,-2.544892,114834.402
51.501685,-2.544895,114834.402
51.501690,-2.544898,114834.402
51.501690,-2.544907,114834.403
51.501690,-2.544917,114834.403
51.501682,-2.544922,114834.403
51.501673,-2.544928,114834.403
51.501658,-2.544928,114834.403
51.501603,-2.544928,114834.404
51.501603,-2.544963,114834.404
51.501662,-2.544963,114834.404
51.501680,-2.544963,114834.405
51.501685,-2.544967,114834.405
51.501690,-2.544968,114834.406
51.501690,-2.544977,114834.406
51.501690,-2.544987,114834.407
51.501682,-2.544993,114834.407
51.501673,-2.544998,114834.407
51.501658,-2.544998,114834.408
51.501603,-2.544998,114834.408
51.501603,-2.545033,114834.408
51.501713,-2.545033,114834.409
51.501713,-2.544998,114834.409
51.501697,-2.544998,114834.409
51.501707,-2.544992,114834.409
51.501712,-2.544983,114834.410
51.501717,-2.544975,114834.410
51.501717,-2.544965,114834.410
51.501717,-2.544953,114834.411
51.501710,-2.544945,114834.411
51.501705,-2.544937,114834.411
51.501695,-2.544932,114834.412
51.501603,-2.545050,114834.412
51.501683,-2.544748,114834.413
51.501678,-2.544733,114834.413
51.501670,-2.544727,114834.413
51.501660,-2.544718,114834.414
51.501645,-2.544718,114834.414
51.501623,-2.544718,114834.414
51.501612,-2.544735,114834.415
51.501602,-2.544752,114834.415
51.501602,-2.544783,114834.415
51.501602,-2.544795,114834.416
51.501603,-2.544805,114834.416
51.501605,-2.544817,114834.416
51.501608,-2.544828,114834.417
51.501637,-2.544828,114834.417
51.501632,-2.544818,114834.417
51.501630,-2.544807,114834.418
51.501627,-2.544797,114834.418
51.501627,-2.544787,114834.418
51.501627,-2.544772,114834.419
51.501632,-2.544763,114834.419
51.501637,-2.544757,114834.419
51.501647,-2.544757,114834.419
51.501657,-2.544757,114834.420
51.501662,-2.544763,114834.420
51.501667,-2.544772,114834.420
51.501667,-2.544788,114834.421
51.501667,-2.544803,114834.421
51.501692,-2.544803,114834.421
51.501692,-2.544787,114834.422
51.501692,-2.544773,114834.422
51.501695,-2.544767,114834.422
51.501700,-2.544760,114834.422
51.501710,-2.544760,114834.423
51.501718,-2.544760,114834.423
51.501722,-2.544767,114834.423
51.501727,-2.544773,114834.423
51.501727,-2.544785,114834.423
51.501727,-2.544793,114834.423
51.501725,-2.544803,114834.423
51.501723,-2.544813,114834.424
51.501718,-2.544822,114834.424
51.501747,-2.544822,114834.424
51.501750,-2.544810,114834.424
51.501752,-2.544800,114834.424
51.501752,-2.544788,114834.424
51.501752,-2.544778,114834.425
51.501752,-2.544750,114834.425
51.501743,-2.544735,114834.425
51.501733,-2.544722,114834.425
51.501715,-2.544722,114834.425
51.501702,-2.544722,114834.425
51.501693,-2.544728,114834.426
51.501687,-2.544735,114834.426
51.501683,-2.544748,114834.426
51.501603,-2.544842,114834.426
51.501593,-2.544677,114834.426
51.501593,-2.544670,114834.426
51.501593,-2.544657,114834.427
51.501598,-2.544653,114834.427
51.501602,-2.544648,114834.427
51.501615,-2.544648,114834.427
51.501632,-2.544648,114834.427
51.501647,-2.544648,114834.427
51.501655,-2.544643,114834.427
51.501662,-2.544640,114834.428
51.501663,-2.544628,114834.428
51.501667,-2.544640,114834.428
51.501673,-2.544643,114834.428
51.501680,-2.544648,114834.428
51.501695,-2.544648,114834.429
51.501712,-2.544648,114834.429
51.501725,-2.544648,114834.429
51.501730,-2.544653,114834.429
51.501733,-2.544657,114834.429
51.501733,-2.544670,114834.429
51.501733,-2.544677,114834.430
51.501757,-2.544677,114834.430
51.501757,-2.544657,114834.430
51.501757,-2.544635,114834.430
51.501747,-2.544625,114834.430
51.501738,-2.544615,114834.430
51.501720,-2.544615,114834.430
51.501700,-2.544615,114834.431
51.501685,-2.544615,114834.431
51.501680,-2.544610,114834.431
51.501673,-2.544605,114834.431
51.501673,-2.544592,114834.431
51.501673,-2.544585,114834.431
51.501652,-2.544585,114834.432
51.501652,-2.544592,114834.432
51.501652,-2.544605,114834.432
51.501647,-2.544610,114834.432
51.501640,-2.544615,114834.432
51.501627,-2.544615,114834.432
51.501607,-2.544615,114834.432
51.501588,-2.544615,114834.433
51.501580,-2.544625,114834.433
51.501572,-2.544635,114834.433
51.501572,-2.544657,114834.433
51.501572,-2.544677,114834.433
51.501593,-2.544677,114834.433
51.501603,-2.544702,114834.434
